Id,Months,Likes,Comments,Post,Url,Media,Original,Type,Mention,Effort
47,7,23,6,"Would you like to learn SQL beyond SELECT clauses, but you don't really dare to experiment with your company's database? Check out SQL Fiddle and DB-Fiddle! I found out about this site last week and I have created and dropped more tables today than in the rest of my career. SQL Fiddle: http://sqlfiddle.com DB-Fiddle: https://www.db-fiddle.com Also here is a bad joke: A SQL database comes to NoSQL bar and asks if he could join them. In the end, he left because there were no tables. hashtag#sql hashtag#datascience hashtag#juanalytics",https://www.linkedin.com/posts/jmperafan_sql-fiddle-a-tool-for-easy-online-testing-activity-6489154223530340352-T_FY,Link,TRUE,Display,,FALSE
48,7,47,8,"Is text mining in your 2019 new year's resolution? Here are some useful Regex commands that I tend to use quite often! Email: ""^[_]*([a-z0-9]+(\.|_*)?)+@([a-z][a-z0-9-]+(\.|-*\.))+[a-z]{2,6}$"" Dates: ""^^\d{1,2}\/\d{1,2}\/\d{4}$"" URLs: ""^(http:\/\/www\.|https:\/\/www\.|http:\/\/|https:\/\/)?[a-z0-9]+([\-\.]{1}[a-z0-9]+)*\.[a-z]{2,5}(:[0-9]{1,5})?(\/.*)?$"" hashtag#juanalytics",https://www.linkedin.com/posts/jmperafan_juanalytics-activity-6490501988382449664-5U2h,Image,TRUE,Display,,
49,7,23,0,"In the category: Stuff Tableau will allow you to do, but would prefer you not to (for a good reason). Did you know you can adjust the size of your marks? This menu is only accessible from the size legend (yes, the one you always remove). hashtag#tableau hashtag#datascience hashtag#juanalytics",https://www.linkedin.com/posts/jmperafan_tableau-datascience-juanalytics-activity-6490876635309445120-5JpQ,Image,TRUE,Display,,
50,7,169,33,"Are you a beginner and you are wondering which tools you should start learning? Here are some tips: 1) If you can, avoid spending too much time learning in-house software or unpopular tools. Popular tools have bigger communities, more learning resources, and they maximize your chances to get a job. 2) Focus on transferable skills, not tools. Things like statistics, managing stakeholders, and making your work production-friendly are invaluable and always relevant. Programming languages and software probably not. 3) Master at least one tool, but remain tool-agnostic at heart. Knowing a tiny bit of 10 tools is not what will get you a job. However, even if you have a favorite tool, make sure to check the alternatives and be ready to jump to another tool. Remember: 5 years ago, Ruby was one of the most popular programming languages and it has almost disappeared by now. You are working in one of the fastest moving industries out there! Be prepared for anything! Edit: You are hearing this from a Tableau consultant! hashtag#datascience hashtag#juanalytics",https://www.linkedin.com/posts/jmperafan_datascience-juanalytics-activity-6491241446497087488-JchT,Image,TRUE,Opinion,,FALSE
51,7,22,0,"Do you want a one-afternoon kickstart in Machine Learning with R? Try out this article by Trevor Stephens! This article has a special place in my heart. A couple of years back, I started learning how to program. However, I felt constantly frustrated by all of the error prompts. And I just didn't know how to fix my code. Until I found this tutorial. It was the very first time I felt that things made sense. I hope that you guys find it as helpful as I did back then. It can be a bit harder for people without a technical background to get started in Data Science. Just like I did. But this line of work is definitely worth pursuing! Just hang on there, it will become easier the more you learn. hashtag#juanalytics",https://www.linkedin.com/posts/jmperafan_titanic-getting-started-with-r-activity-6491637349888331776-CZbp,Link,FALSE,Opinion,Trevor Stephens,FALSE
52,7,72,17,"Here is a list of interesting data people you probably don't follow yet (in alphabetic order). Let me know in the comments who are your top data people to follow! :) Adrian Olszewski: Biostatistician and advanced R user. This guy really knows his statistics! I admire his conviction that not every statistician should be a data scientist. Karthikeyan P.T.R.: He makes daily data science posts. Check the comments on his posts, you can often see very fruitful discussions. Naveen Reddy: Grandmaster of Workout Wednesdays and Alteryx Challenges. It is inspiring to see his dedication. Robert Crocker: Data Viz expert and JavaScript user. He recently posted an article about making Tableau extensions. Shane Liyanage: Tennis lover and king of sports visualizations. His Tableau skills are stunning and his tennis analysis are quite informative! hashtag#juanalytics",https://www.linkedin.com/posts/jmperafan_juanalytics-activity-6491966985826504704-KV2F,None,TRUE,Opinion,Adrian Olszewski | Karthikeyan P.T.R. | Naveen Reddy | Robert Crocker | Shane liyanage,FALSE
53,7,48,3,"3 cognitive biases everyone should know: Availability heuristic: We over-represent events based on how easy it is to recall them. Not on how often they happen. We often hear about those startups like Uber, Tesla, or Airbnb, but we almost never hear about those who go bankrupt. Sunk-cost fallacy: The more we invest in something, the more we feel committed to making it work. Even if it is a bad idea. Like when companies invest in a stack that is not right for them, but they try to make it work because ""we spent too much on this"". Functional Fixedness: The more we use an object in a certain way, the harder it becomes to think of other uses for that same object. Why is it that we always look for a hammer when we need to stick a nail into a wall? In most cases, any heavy object would do. hashtag#juanalytics",https://www.linkedin.com/posts/jmperafan_juanalytics-activity-6493428971202453504-XHkY,Image,TRUE,Opinion,,FALSE
54,7,16,3,"In the category: Amazing Tableau blogs that more people should know about! Make sure to check Tableaumagic by Toan Hoang! There are great articles about unusual graph types, databases, and even more advanced topics like the JavaScript API and web data connectors. My favorite, by far, is this tool that takes an image and gives you an XML code that you can use as a custom color palette in Tableau. https://lnkd.in/dpkapcX Here is the link to his blog: https://tableaumagic.com/ hashtag#tableau hashtag#datascience hashtag#juanalytics",https://www.linkedin.com/posts/jmperafan_home-activity-6493783468932104192-WXQz,Link,FALSE,Opinion,Toan Hoang,FALSE
55,7,50,14,One of my colleagues just shared this jewel. Can’t unsee. hashtag#tableau hashtag#juanalytics,https://www.linkedin.com/posts/jmperafan_tableau-juanalytics-activity-6494465126584848384-ocbE,Image,FALSE,Joke,,FALSE
56,7,97,7,"For those of you who think that bar charts are boring, make sure to check Xenographics! It is a website full of exotics graphs! One of my favorites ones is the Spark Bar Chart by Adam McCann. Link to the Xenographics: https://xeno.graphics/ hashtag#tableau hashtag#datascience hashtag#juanalytics",https://www.linkedin.com/posts/jmperafan_tableau-datascience-juanalytics-activity-6494486976962527232-rgn3,Image,FALSE,Opinion,Adam McCann,FALSE
57,6,17,0,"MoM W3: Energy Use at 10 Downing Street I generally don't join MoM challenges, but this time I couldn't resist. Energy data is perfect to practice the use of datetimes and also table calculations. Link: https://lnkd.in/dDdVZyt hashtag#makeovermonday hashtag#tableau hashtag#juanalytics",https://www.linkedin.com/posts/jmperafan_makeovermonday-tableau-juanalytics-activity-6495565907455148032-wcHo,Image,TRUE,Display,,
58,6,98,12,"Do you want to keep your numeric labels short, but some of your data points are either too small or too big for using K, M, or B? Try this formula: IF SUM([Sales]) >= 1000000000 THEN STR(ROUND(SUM([Sales])/1000000000,1)) + 'B' ELSEIF SUM([Sales]) >= 1000000 THEN STR(ROUND(SUM([Sales])/1000000,1)) + 'M' ELSE STR(ROUND(SUM([Sales])/1000,1)) + 'K' END hashtag#tableau hashtag#datascience hashtag#juanalytics",https://www.linkedin.com/posts/jmperafan_tableau-datascience-juanalytics-activity-6495947502259367936-0DhW,Image,TRUE,Display,,
59,6,12,0,"Eastern is officially celebrated on the first Sunday after the ecclesiastical full moon that occurs on or soonest after 21 March. In the early days of the church, a lot of controversies arose because they couldn’t really agree on how to translate Easter (based on a lunar calendar) to the Gregorian calendar. Thousands of years later, we have Tableau and Paul Crawfort built this amazing calculation to help us do exactly that. I know there are better ways of doing this… But I just think we should all behold at the exquisiteness of this masterpiece. Here is the link: https://lnkd.in/dxkjynQ hashtag#tableau hashtag#datascience hashtag#juanalytics",https://www.linkedin.com/posts/jmperafan_tableau-datascience-juanalytics-activity-6496312516115726336-D__w,Image,FALSE,Display,,FALSE
60,6,16,2,"Two visualizations for the price of one using a parameter. Old trick, but golden. Let's be honest, most of the times, you really don't want to see exactly the same visualization in two different ways. However, this trick is particularly useful to ""drill-down"" on the granularity level. I have seen some interesting use cases. There was this dashboard that allowed you to click on a dot in a scatterplot (representing an employee) and that would drill down to all of the details of that person. Here is how to do it: https://lnkd.in/eigfqpU hashtag#tableau hashtag#datascience hashtag#juanalytics",https://www.linkedin.com/posts/jmperafan_use-parameters-to-add-multiple-views-to-your-activity-6496653722813292544-yl14,Link,FALSE,Display,,FALSE
61,6,50,4,"I have never read any of Jane Austen’s novels and, chances are, I never will. But I just found out which ones have a happy ending and which ones don't. I really love analyzing sentiment over time! Here is the link to the dashboard: https://lnkd.in/gZEZBCF hashtag#juanalytics",https://www.linkedin.com/posts/jmperafan_juanalytics-activity-6497071125862838272-yrPI,image,TRUE,Display,,
62,6,32,1,"Most types of graphs are not made for big data. Leaving performance aside, visualizing so much data is a design problem. Have you ever seen Scatterplots, bar charts, or pie charts with WAY too many categories? They are unusable. If you want to learn how to visualize big data, here are my two tips: 1) Check out this talk by Jade Le Van and Florian Ramseger about visualizing high-density data: https://lnkd.in/deyJibj 2) For the R-users, check these two links: Trelliscopejs: https://lnkd.in/dKae6Sg geom_hex: https://lnkd.in/d-m24SZ As for the graph below, that's my attempt to create LOD hexbins using Tableau. I built it a while back, but I am seriously considering revamping it. hashtag#tableau hashtag#datascience hashtag#juanalytics",https://www.linkedin.com/posts/jmperafan_tableau-datascience-juanalytics-activity-6498183335288795136-kN03,image,TRUE,Display,Jade Le Van | Florian Ramseger,
63,6,18,2,Can your dashboards actually withstand the 5-seconds test? It is a pleasure for me to share with my very first official Biztory blog post with all of you. It is about visual hierarchy and design. Here is the link: https://lnkd.in/dxCEUNd hashtag#tableau hashtag#biztory hashtag#juanalytics,https://www.linkedin.com/posts/jmperafan_visual-hierarchy-can-your-dashboard-withstand-activity-6498508408252035072-YTRM,Link,TRUE,Display,Biztory,
64,6,6,1,"In case you missed it, the 30 Tableau Zen Masters of 2019 were just announced. Fresh out of the oven. Edward Beaurain made a great list for us already, in case you want to follow them here on LinkedIn. hashtag#juanalytics",https://www.linkedin.com/posts/jmperafan_data-tableau-makeovermondays-activity-6498835599192006656-9rjX,Image,FALSE,Opinion,Edward Beaurain,FALSE
65,6,22,0,"Make sure not to miss this interactive map of the history of Data Visualizations coded by RJ Andrews. It is flawlessly good. Here is the link: https://lnkd.in/djXa37H Also recommended, he wrote an essay with an explanation of how it works. It is kind of the ""making of"": https://lnkd.in/d8enB7g hashtag#juanalytics",https://www.linkedin.com/posts/jmperafan_map-of-dataviz-firsts-activity-6499254932158316544-4DjO,Link,FALSE,Opinion,RJ Andrews,FALSE
66,6,27,0,"Analyzing data is as easy as cooking a chicken. For most of us, cooking a chicken is a matter of going to the supermarket, paying for it, and cooking it. Seamless and effortless. We even forget that somebody actually raised that chicken, killed it, and spent hours preparing it. Way before it arrived in a neat plastic package to your local store. I have spent a big portion of the year curating and preparing datasets in Tableau for web edit. Making dozens of joins, creating SQL views, writing nested LOD, implementing row-line security, and using INCLUDE to avoid problems with duplicates. Essentially plucking and gutting those data sources, so that the end users have a seamless experience. And I am not even the one who built the data warehouse. hashtag#juanalytics",https://www.linkedin.com/posts/jmperafan_juanalytics-activity-6500682199812046848--CbH,Image,TRUE,Opinion,,FALSE
67,6,37,8,"Phrases that a Tableau Consultant loves to hear: 1. ""But this is a lot easier in Excel... "" 2. ""Yeah, I have seen the options, but I still want the pie"" 3. ""But we always do it this way"" 4. ""I know action filters are faster, but we prefer quick filters"" 5. ""The database guy is on holidays"" 6. ""They told us you could do everything with web edit"" 7. ""How can I export this into Excel?"" 8. ""How can I make a crosstab with more than 17 columns?"" 9. ""Why is the date range filter not updating?"" 10. ""Does it support 3D graphs?"" Did I miss any? hashtag#juanalytics",https://www.linkedin.com/posts/jmperafan_juanalytics-activity-6501073558414860288-PULG,Image,TRUE,Joke,,FALSE
68,6,15,2,"Tableau Tip: Just because Tableau will allow you to abuse it, that doesn't mean you should. Tableau Desktop is a data visualization tool! It is exceptional when it comes to transforming queries into graphs. On top of that, it allows you to do calculations and diverse ETL tasks. Be aware, however, Tableau Desktop is still not an ETL tool. As somebody who has built 8-layers nested LOD calculation, I can confidently tell you: If your solutions and calculations start feeling too complex, you might want to solve them directly in your data. Or start using Tableau Prep. hashtag#tableau hashtag#juanalytics",https://www.linkedin.com/posts/jmperafan_tableau-juanalytics-activity-6501441313076973568-dbwJ,Image,TRUE,Opinion,,FALSE
69,6,32,1,"Dear data people, are you wondering if a company is a good match for you? Here are 3 tips. 1) Check how many Senior programmers, data scientists, digital marketers (or whatever profession with a big skills gap) work there. It is a great sign if they have been working there for more than 2 years. That means that the job is challenging, fun, and/or the salaries are great. 2) Check how many data people work there. If you are the very first, that company is probably not ready for ML. If you have no knowledge of data engineering, you will most likely end up making reports out of messy Excel files. 3) Go to their website using your mobile phone. If the site looks bad that is a big red flag. Companies struggling with anything digital might not consider your work a priority. hashtag#juanalytics",https://www.linkedin.com/posts/jmperafan_juanalytics-activity-6503176041589153792-SVT_,Image,TRUE,Opinion,,FALSE
70,6,1,0,"Dear intermediate and advanced Tableau users, Timothy Vermeiren, current IronViz champion, will be giving a webinar. He will share some of his tips and tricks with us. Make sure not to miss it. hashtag#tableau hashtag#juanalytics",https://www.linkedin.com/posts/jmperafan_want-to-learn-exciting-new-visual-analytics-activity-6503554649180696576-cfb0,Link,FALSE,Opinion,Timothy Vermeiren,FALSE
71,6,9,3,"The most fascinating Business Intelligence concept to me is the single version of the truth (SVOT). The idea of having a centralized source that produces valid and unarguable results. It is the database equivalent of “finding your true love”. We have all fantasized about it, we vaguely know how it looks, we do not know how to get there, and we secretly suspect it is just a myth. I will not get into this discussion, but I want to share with you some aha-moments I have had during my BI career. 1. If there is manual work in your data, you are doing it wrong: Don’t make it too easy for people to mess up your data. Do you know how easy it is to type a comma instead of a dot? 2. Document your KPIs: Everybody has a different idea of how to calculate a KPI. Do you remove frequent clients? Do you count internal traffic? Do you count it when they pay or when we deliver? Discuss these decisions with the stakeholders, think of alternative ways to calculate the same KPI, document it, and make the results available for everybody. 3. Analysts will always find a way: I have heard stories of people hosting their own servers, web scrapping their own CRM, or manually typing the numbers into Excel. You can’t avoid it so you might as well facilitate self-service. hashtag#juanalytics",https://www.linkedin.com/posts/jmperafan_juanalytics-activity-6503939918631305216-ZRVR,Image,TRUE,Opinion,,FALSE
72,6,125,11,"SELECT Client, AVG(Profit) AS Avg_Profit FROM Orders GROUP BY Client HAVING Avg_Profit > 0 This query is wrong, but it was fascinating to me when I found out why. Queries are evaluated in a particular order (i.e. Order of Operations). This might seem confusing at first because this order is different to order in which you type them. Going back to our query, SQL has to do the HAVING clause before it reads the SELECT in which you defined Avg_Profit. SQL does not know about that alias at that point, but this is hard for me to know since I had to define it so early in the process. Tableau takes this concept some levels beyond. LOD calculations, data source filters, quick filters, context filters, table calculations, blending, and the list goes on. I will not go that much into detail on this today; I might make a post about it in the future. In the meantime, if you want to learn more about the order of operations, check out these links: Order of Operation in Tableau (cheat sheet) by Fabian Zimmer: https://lnkd.in/dyfe_n4 Order of Operations in SQL by Robert Crocker: https://lnkd.in/dw7b6tk hashtag#datascience hashtag#tableau hashtag#sql hashtag#juanalytics",https://www.linkedin.com/posts/jmperafan_datascience-tableau-sql-activity-6504293861580374016-e-Jl,Image,TRUE,Display,Fabian Zimmer | Robert Crocker,FALSE
73,5,61,4,"I claim to be the biggest fan of DataCamp, but it took me embarrassingly long to find out they have a community page full of FREE content. It is full of cheat sheets, tutorials, podcasts, courses, and much more. Here are a couple of examples: Fuzzy Matching with Python: https://lnkd.in/dMUdaUH Spreadsheets with Tableau: https://lnkd.in/dBpaQaq Here is the link: https://lnkd.in/dKQA4xA hashtag#datascience hashtag#datacamp hashtag#juanalytics",https://www.linkedin.com/posts/jmperafan_free-data-science-and-analysis-training-courses-activity-6506170455873843200-YZll,Link,TRUE,Opinion,DataCamp,FALSE
74,5,43,0,"Statistical mantra: You care about the relationship (if any) between two variables... Not just about correlation. Pearson's correlation, the most widely used metric, is good to find linear relationships between two variables. Assuming there are no outliers, both variables are normally distributed, and the data points are equally spread along the line. But what if the relationship can be better explained by something else than a line? You will often be fine by using corr(). But I would like to invite you to plot your data using a scatterplot first. Look for any predictable pattern like a curve, clusters, or a wave. If you find one, consider transform your data or use a different type of correlation (e.g. Kendall and Spearman). Or give up and create a proper model to explain this relationship. hashtag#datascience hashtag#statistics hashtag#juanalytics",https://www.linkedin.com/posts/jmperafan_datascience-statistics-juanalytics-activity-6505769120238170112-NZJF,Image,TRUE,Opinion,,FALSE
75,5,57,9,"Things you should know about NULL values: 1) LEN(0) will catch both NULL and """". 2) In SQL, COUNT(*) will count non-null values and COUNT(1) will return all of the rows. In Tableau, COUNT() and SUM([Number of Records]) will do the same trick. 3) ""NULL"", ""NA"", """" might be cast into strings and commands like IS NULL won't work anymore. 4) NULL is not always random. A boolean column indicating if something is NULL might be a good feature for a model. 5) Missing rows (i.e. rows that are not present in the data) behave differently than a NULL. One thing is to have some respondents not answering a couple of questions and the other is to have some respondents who didn't show up. 6) Consider making a model to input NULL values. Using the mean or removing those rows are not great solutions. 7) Always check your data with a histogram. Some people have a nasty tendency to input the mean or an arbitrary value (e.g. 99, 100, 0, -1) directly into the database. hashtag#datascience hashtag#juanalytics",https://www.linkedin.com/posts/jmperafan_datascience-juanalytics-activity-6506420874084646912-ugCi,Image,TRUE,Display,,FALSE
76,5,15,4,"Have you ever wondered what a good example of a data science portfolio should look like? Check the one from Rhys Tutt. Here are 3 things I would like to highlight from his portfolio: • The design is clean and pleasant. People will decide within 3 seconds if they want to keep on reading your CV or website. Usability and aesthetics are a significant part of that decision. • It has a good number of projects (3 or more). Additionally, the level of detail he uses to describe them shows me that he knows what he is talking about. But it is also not too long so that I won't commit to reading them. • It has an informative blog! Even if I don't have a job for him, I still have a good reason to stay and check his profile. In fact, I would recommend you guys to check them. Link: http://rtuttinsights.com/ hashtag#datascience hashtag#juanalytics",https://www.linkedin.com/posts/jmperafan_home-1-activity-6506809618331635712-Lv3h,Image,TRUE,Opinion,Rhys Tutt,FALSE
77,5,35,3,"I had some time to spare on the train so I decided to practice my formatting skills. The dashboard is far from perfect, but this is an exercise that I think everybody should try. I tried to build a dashboard that resembles the colors of the Brazilian flag. Just like any brand would like a dashboard that resembles its corporate identity. Additionally, I tried to change all of the ""defaults"": •The font is Nirmala instead of Tableau Book •No gridlines •Custom icon •Non-standard map •Different font sizes •The legend is another sheet •Most elements have borders •Blank elements to create white space Here is the link to the workbook: https://lnkd.in/gZEZBCF hashtag#tableau hashtag#juanalytics",https://www.linkedin.com/posts/jmperafan_tableau-juanalytics-activity-6509065833619156993-lMFZ,Image,TRUE,Display,,
78,5,22,2,"Don't you just secretly hate it when people don't like or understand your visualizations and ask you to re-do them? This is also a problem for web designers! The BI community is lucky to have tools like Tableau that allow us to make decent looking graphs in seconds. That, almost completely, removes the need for mockups and re-iterating is generally not a big deal. For web designers, however, coding a website is both expensive and time-consuming. This really pushes them to make sure the site looks good and the interface is intuitive. I firmly believe we could learn a lot from web designers. Here are 3 links that you could try: 1) Nielsen Norman Group articles about UX design: https://lnkd.in/e9sqAhJ 2) Become a usability tester: https://lnkd.in/ew4XDjY 3) LearnUI articles about web design: https://lnkd.in/ebhVTgY hashtag#design hashtag#uxdesign hashtag#usability hashtag#tableau hashtag#juanalytics",https://www.linkedin.com/posts/jmperafan_design-uxdesign-usability-activity-6509386246475837441-QGgS,Image,TRUE,Opinion,,FALSE
79,5,53,8,"Last week, I went to the supermarket and I saw a graph similar to the one above. A very long bar chart showing very tiny differences between the prices of each supermarket. There was something about the graph that bothered me... So, I did the thing that any sane person would do. I spent the next couple of hours googling for the original dataset, I replicated the graph, and I made an improved version. Tip: Bar graphs are not great to show small differences between large quantities. Beginners might try to fix this by changing the starting point of the y-axis. However, not including 0 in your axes can be deceiving. A better alternative can be to transform or centralize those numbers. Next time you run into this problem, consider transforming the numbers into a percentage, subtract it from the mean, turn them into standard deviations from the mean, or use a logarithm transformation. Hopefully one of this will give you a better result. hashtag#dataviz hashtag#datascience hashtag#juanalytics",https://www.linkedin.com/posts/jmperafan_dataviz-datascience-juanalytics-activity-6510837246877274112-DbPZ,Image,TRUE,Display,,
80,5,57,5,"In case you missed it, Ken Flerlage published this wonder last week. It is the first time I see a graph like this and I love it! What a playful and intuitive way of visualizing targets. The cherry on top is that this visualization is relatively easy to make. Any intermediate should be able to replicate it. Here is the link in case you want to reverse engineer it: https://lnkd.in/dQqX5Er hashtag#tableau hashtag#datascience hashtag#juanalytics",https://www.linkedin.com/posts/jmperafan_tableau-datascience-juanalytics-activity-6511224898239627264-m107,Image,FALSE,Display,Ken Flerlage,FALSE
81,5,48,3,"I have completed roughly a dozen of Tableau courses in Udemy. To be honest with you, most of them are not better than the free material that Tableau provides. There are a couple of exceptions though. Today, I want to speak about ""Advanced Tableau - Level of Detail Expressions / LOD"" by R-tutorials. If you are having trouble grasping LOD calculations this is the right course for you! It explains the theory behind LODs and nested LODs. Additionally, he also demonstrates how to do many of the most important application (market basket analysis, cohort analysis, proportional brushing). It is a shame the course only has 1300 enrolled students. Here is the link to the course: https://lnkd.in/dz3ZizY hashtag#tableau hashtag#juanalytics",https://www.linkedin.com/posts/jmperafan_tableau-juanalytics-activity-6512311483462885376-MDLW,Image,TRUE,Accomplishment,R-Tutorials,FALSE
82,5,133,7,"Want to take your Tableau skills to the next level, here are my top 3 Tableau blogs in no particular order: 1) Tableaumagic by Toan Hoang: https://tableaumagic.com 2) Ken Flerlage's blog: https://lnkd.in/dee7-e9 3) Data+Science by Jeffrey Shaffer: https://lnkd.in/dDpcxqJ These are not the only ones I like... But these ones don't fail to deliver great posts on a regular basis. If there is a blog you think belongs on this list, please share! I might not know it. hashtag#tableau hashtag#juanalytics",https://www.linkedin.com/posts/jmperafan_tableau-juanalytics-activity-6508280108871090176-0X23,Image,TRUE,Opinion,Toan Hoang | Ken Flerlage | Jeffrey Shaffer,FALSE
83,5,180,6,The BBC shared a Tableau style guide and a Ggplot2 cookbook for anybody who would like to make print-ready graphs like the ones below. Check them out if you want a clean style template for your next graphs. Tableau: https://lnkd.in/d6ieVuX R: https://lnkd.in/dzUKF_A hashtag#datascience hashtag#tableau hashtag#ggplot2 hashtag#juanalytics,https://www.linkedin.com/posts/jmperafan_datascience-tableau-ggplot2-activity-6507175056475463680-NibW,Image,FALSE,Opinion,BBC,FALSE
84,5,20,7,"Dear Excel lovers, You should seriously consider giving Google Sheets a try. Some people claim that it can handle fewer rows than Excel and the syntax of the formulas and the UI are slightly different. Nevertheless, Google Sheets has some great security features that are harder to implement in Excel. I have learned to treasure how great it is to be able to: • Decide if I want other people to view or edit. • Ask my users to authenticate more than once. • Exclude users outside of a certain VPN to open a file. • Have an overview of everybody who accessed my data. • Prevent others from printing, copying, downloading, or sharing. Let me emphasize this: Google Sheets is not the only solution that allows these capabilities. Maybe your organization is already using OneDrive plus passwords to prevent people from leaking sensitive information. Also, I am not asking you to give up Excel. Just give it a try. I have been using Google Sheets for a couple of personal projects and I love how easy it is to keep my spreadsheets secure, collaborate with others (without worrying about version control), centralize my information, and not pay a dime for it. hashtag#datascience hashtag#security hashtag#juanalytics",https://www.linkedin.com/posts/jmperafan_datascience-security-juanalytics-activity-6514108509452279808-O2Xo,Image,TRUE,Opinion,,FALSE
85,5,43,2,I took some sales courses and learned a thing or two about selling SaaS. I firmly believe that everybody in an organization should know how to sell their own products and services. hashtag#tableau hashtag#juanalytics,https://www.linkedin.com/posts/jmperafan_tableau-juanalytics-activity-6514453294037893120-BCdC,Image,TRUE,Accomplishment,,FALSE
86,5,12,1,"Back in 1976, Bell Laboratories (the same creators of the C language) developed the S language. A programming language made by statisticians and for statisticians. It was designed to load data, model it, and visualize it. This experiment led to the creation of the R language. The below quote comes from one of the creators of S. I wanted to share it with you today. It truly captures why I find R so captivating. hashtag#datascience hashtag#r hashtag#juanalytics",https://www.linkedin.com/posts/jmperafan_datascience-r-juanalytics-activity-6514789011339440129-X3Nb,Image,FALSE,Opinion,,FALSE
87,5,80,8,"Looking for a dataset for your next project? But you are not in the mood for web scrapping, APIs, programming, or broken links? Try these sites! MakeOverMonday (visualization): https://lnkd.in/dg3ufdY R datasets: https://lnkd.in/dUYzuqi UCI Machine Learning repository: https://lnkd.in/dtWMbAS FiveThirtyEight (data journalism): https://lnkd.in/dqWrCdE hashtag#datascience hashtag#juanalytics",https://www.linkedin.com/posts/jmperafan_datascience-juanalytics-activity-6513667843043655680-umqj,Image,TRUE,Opinion,,FALSE
88,4,48,3,"Did you know that you can create a parameter for the size of your bins when you build a histogram in Tableau? It took me an embarrassingly long time to find out. Instead of actually typing a number in the ""Size of bins"" field, you can just click on the little arrow to the right and you get the option to ""create a parameter"". By default, this parameter is set to float with a minimum, maximum, and a step size that depends on your data. But normally you might want to change this to integer and remove the other 3 constraints. hashtag#tableau hashtag#datascience hashtag#juanalytics",https://www.linkedin.com/posts/jmperafan_tableau-datascience-juanalytics-activity-6515869654559260672-qWsF,Image,TRUE,Display,,
89,4,48,1,"After some hours of playing, I managed to find a “Tableau friendly” way of doing sentiment analysis. That is, without having to create a tokenized data frame. I used it to calculate the sentiment of all of Trump’s tweets since he is in office. Feel free to adapt this script to your own needs. Also noteworthy, make sure to check the Sentimentr library. It is great! The syntax is almost as easy as TidyText, you decide how to group your aggregations, and it automatically incorporates weighting for valence shifters. Here is their Github: https://lnkd.in/dAXw7FM hashtag#tableau hashtag#datascience hashtag#juanalytics",https://www.linkedin.com/posts/jmperafan_tableau-datascience-juanalytics-activity-6516252326016094208-3vT7,Image,TRUE,Display,,
90,4,118,12,"I like to keep myself busy. I had several jobs to pay for my studies. Nowadays, I don't need the money. But I still fill my evenings with projects and volunteer work. I think I managed to create a Tableau CV that fully captures that. It almost feels like I am climbing the career ladder in a short amount of time. Check out the interactive version. I added a description of each job when you hover over each hexagon. Here is the link: https://lnkd.in/dDFtRB6 hashtag#tableau hashtag#juanalytics",https://www.linkedin.com/posts/jmperafan_tableau-juanalytics-activity-6516967591905366016-og3_,Image,TRUE,Display,,
91,4,27,1,"Really cool article by Rody Zakovich (Tableau Zen Master) explaining how to do a UI like the one below. Also, make sure to check the Playfairdata blog, it is full of great gems! Here is the link: https://lnkd.in/ej2ezgr hashtag#tableau hashtag#juanalytics",https://www.linkedin.com/posts/jmperafan_tableau-juanalytics-activity-6514428712627290112-jzNy,Image,FALSE,Display,Rody Zakovich,FALSE
92,4,15,1,I have been collecting information about each hotel in which I stayed for almost a year now. Here is an interactive map using most of that information. Two things to highlight from this visualization. 1) I am using Mapbox to make the map more recognizable. 2) Tableau Public syncronizes your data automatically if you use Google Sheets. I just have to add new hotels to my spreadsheet and they will appear there on the next day. I already discussed this in a previous post: https://lnkd.in/djGzs6Z Feel free to check it out and play with it: https://lnkd.in/eaBS2QR hashtag#tableau hashtag#juanalytics,https://www.linkedin.com/posts/jmperafan_tableau-juanalytics-activity-6517346549222170624-JojQ,Image,TRUE,Display,,
93,4,105,14,"It is difficult to get into the R integration in Tableau because most of the tutorials are not great. Most of them are not even made by R users. Consequently, you see countless R scripts that do things that Tableau can do natively or with the help of some calculated fields (e.g. correlation or the example below). Here are some tips about the actual script that I learned the hard way. 1. Most R functions will ask you to provide a data frame, but there is no way to refer to your Tableau environment. More often than not, you will have to create a data frame inside of your script using all of your arguments: df <- data.frame(.arg1, .arg2) 2. You can create multiple data frames inside of your script. However, you can only pull out of a vector of size 1 or as big as your data source per calculated field. This vector should be the last part of your script. 3. The R connection behaves similarly to dplyr::mutate when you create a new column. Most wrangling functions you might want to use on your data source are useless (e.g. tidyr::spread, dplyr::filter). 4. R scripts are Table Calculations. Meaning they are always aggregated with “Compute Using”, you cannot reference them in LOD calculations, and you have to be careful on how to apply filters. hashtag#tableau hashtag#datascience hashtag#juanalytics",https://www.linkedin.com/posts/jmperafan_tableau-datascience-juanalytics-activity-6516638359245328384-zPu9,Image,TRUE,Display,,FALSE
